Timepoint (1min, 128Hz)	1 - F7	2 - F3	3 - F4	4 - F8	5 - T3	6 - C3	7 - Cz	8 - C4	9 - T4	10 - T5	11 - P3	12 - Pz	13 - P4	14 - T6	15 - O1	16 - O2
2343	-154.15	-308.3	-171.28	-137.02	-102.77	-565.21	-342.55	-376.81	-68.51	-667.97	-685.1	-530.95	-633.72	-462.44	-462.44	-582.34
2344	-239.79	-411.06	-222.66	-154.15	-154.15	-616.59	-411.06	-428.19	-85.64	-702.23	-685.1	-582.34	-616.59	-445.32	-548.08	-582.34
2345	-205.53	-462.44	-188.4	-171.28	-188.4	-513.83	-274.04	-291.17	-68.51	-411.06	-376.81	-411.06	-274.04	-188.4	-530.95	-291.17
2346	-102.77	-325.42	-137.02	-154.15	-188.4	-308.3	-137.02	-188.4	-51.38	-171.28	-102.77	-256.91	-102.77	-34.26	-445.32	-85.64
2347	-34.26	-205.53	-188.4	-137.02	-137.02	17.13	0	-51.38	-85.64	68.51	119.89	17.13	222.66	188.4	-137.02	308.3
2348	-85.64	-239.79	-256.91	-171.28	-68.51	68.51	-17.13	-85.64	-85.64	119.89	154.15	0	342.55	256.91	0	513.83
2349	-256.91	-445.32	-325.42	-188.4	0	-68.51	-205.53	-239.79	-119.89	85.64	34.26	0	462.44	359.68	376.81	787.87
2350	-325.42	-513.83	-325.42	-222.66	-34.26	-171.28	-274.04	-342.55	-171.28	34.26	-17.13	0	376.81	325.42	548.08	856.38
2351	-359.68	-565.21	-428.19	-411.06	-239.79	-462.44	-565.21	-582.34	-411.06	-68.51	-188.4	-154.15	34.26	119.89	582.34	753.61
2352	-376.81	-616.59	-565.21	-530.95	-376.81	-633.72	-753.61	-719.36	-530.95	-205.53	-376.81	-274.04	-119.89	-34.26	445.32	650.85
2353	-496.7	-822.12	-804.99	-685.1	-633.72	-1044.78	-1061.91	-942.01	-530.95	-753.61	-924.89	-685.1	-445.32	-205.53	-325.42	256.91
2354	-513.83	-822.12	-702.23	-582.34	-565.21	-1010.52	-976.27	-856.38	-462.44	-839.25	-959.14	-719.36	-462.44	-222.66	-462.44	85.64
2355	-393.93	-599.46	-376.81	-342.55	-325.42	-753.61	-633.72	-530.95	-342.55	-702.23	-804.99	-633.72	-411.06	-239.79	-565.21	-205.53
2356	-291.17	-479.57	-256.91	-256.91	-222.66	-616.59	-462.44	-393.93	-325.42	-582.34	-685.1	-616.59	-445.32	-256.91	-565.21	-359.68
2357	-137.02	-359.68	-205.53	-154.15	-154.15	-411.06	-205.53	-239.79	-222.66	-445.32	-565.21	-650.85	-513.83	-325.42	-650.85	-616.59
2358	-119.89	-342.55	-239.79	-154.15	-154.15	-325.42	-119.89	-205.53	-137.02	-393.93	-479.57	-650.85	-530.95	-325.42	-685.1	-650.85
2359	-102.77	-325.42	-342.55	-205.53	-85.64	-17.13	85.64	-34.26	0	-102.77	-51.38	-359.68	-291.17	-222.66	-325.42	-513.83
2360	-51.38	-256.91	-342.55	-205.53	0	154.15	256.91	34.26	34.26	119.89	205.53	-51.38	-34.26	-85.64	17.13	-291.17
2361	0	-171.28	-154.15	-102.77	239.79	565.21	633.72	308.3	34.26	565.21	753.61	565.21	428.19	137.02	667.97	188.4
2362	17.13	-188.4	-68.51	-17.13	239.79	667.97	685.1	376.81	34.26	667.97	856.38	822.12	582.34	205.53	924.89	393.93
2363	-102.77	-274.04	-137.02	-85.64	17.13	599.46	496.7	239.79	-17.13	548.08	685.1	839.25	496.7	205.53	1113.29	479.57
2364	-222.66	-325.42	-274.04	-205.53	-51.38	428.19	256.91	51.38	-137.02	462.44	548.08	702.23	342.55	137.02	1147.54	428.19
2365	-376.81	-530.95	-650.85	-599.46	-154.15	34.26	-171.28	-359.68	-445.32	256.91	256.91	342.55	34.26	17.13	959.14	325.42
2366	-376.81	-616.59	-787.87	-702.23	-154.15	-137.02	-359.68	-513.83	-530.95	137.02	102.77	205.53	0	0	719.36	325.42
2367	-342.55	-650.85	-770.74	-685.1	-154.15	-428.19	-445.32	-582.34	-479.57	-188.4	-222.66	0	-85.64	-17.13	0	274.04
2368	-291.17	-582.34	-616.59	-530.95	-188.4	-530.95	-393.93	-496.7	-411.06	-376.81	-411.06	-51.38	-137.02	-34.26	-325.42	68.51
2369	-154.15	-274.04	-137.02	-137.02	-205.53	-496.7	-188.4	-222.66	-256.91	-513.83	-667.97	-325.42	-445.32	-325.42	-804.99	-702.23
2370	-119.89	-222.66	-102.77	-102.77	-205.53	-462.44	-239.79	-222.66	-256.91	-530.95	-719.36	-445.32	-616.59	-462.44	-822.12	-873.5
2371	-85.64	-256.91	-222.66	-222.66	-256.91	-548.08	-411.06	-393.93	-222.66	-685.1	-873.5	-736.48	-804.99	-582.34	-890.63	-787.87
2372	-85.64	-256.91	-256.91	-222.66	-222.66	-582.34	-462.44	-393.93	-171.28	-719.36	-924.89	-787.87	-804.99	-496.7	-890.63	-633.72
2373	-34.26	-188.4	-137.02	-102.77	-51.38	-428.19	-308.3	-256.91	-34.26	-445.32	-616.59	-633.72	-565.21	-274.04	-770.74	-239.79
2374	0	-85.64	-51.38	0	17.13	-256.91	-85.64	-85.64	-34.26	-222.66	-291.17	-393.93	-376.81	-154.15	-685.1	-137.02
2375	102.77	68.51	17.13	34.26	137.02	102.77	256.91	85.64	51.38	17.13	17.13	34.26	-34.26	-34.26	-445.32	-85.64
2376	85.64	137.02	-34.26	17.13	85.64	256.91	342.55	137.02	34.26	17.13	85.64	239.79	85.64	-34.26	-393.93	-51.38
2377	-17.13	85.64	-68.51	-51.38	-34.26	393.93	325.42	119.89	-17.13	0	68.51	462.44	376.81	68.51	-291.17	188.4
2378	-34.26	17.13	-85.64	-85.64	-85.64	393.93	308.3	119.89	-51.38	17.13	119.89	548.08	513.83	205.53	-154.15	479.57
2379	-119.89	-137.02	-154.15	-102.77	-137.02	274.04	205.53	85.64	-51.38	222.66	239.79	582.34	736.48	513.83	137.02	1027.65
2380	-205.53	-256.91	-171.28	-119.89	-137.02	85.64	119.89	68.51	-17.13	171.28	171.28	445.32	667.97	548.08	239.79	1079.03
2381	-325.42	-342.55	-68.51	-17.13	-239.79	-274.04	-171.28	-51.38	-85.64	-102.77	-137.02	17.13	325.42	308.3	85.64	685.1
2382	-342.55	-291.17	-34.26	-34.26	-274.04	-445.32	-291.17	-119.89	-102.77	-274.04	-325.42	-171.28	51.38	68.51	-34.26	291.17
2383	-205.53	-85.64	68.51	17.13	-222.66	-462.44	-291.17	-154.15	-137.02	-291.17	-325.42	-411.06	-342.55	-274.04	-154.15	-239.79
2384	-85.64	0	17.13	-17.13	-137.02	-325.42	-256.91	-171.28	-154.15	-154.15	-154.15	-411.06	-462.44	-376.81	-85.64	-376.81
2385	119.89	68.51	-171.28	-171.28	34.26	-17.13	-359.68	-445.32	-342.55	239.79	205.53	-359.68	-530.95	-479.57	239.79	-119.89
2386	102.77	68.51	-154.15	-137.02	51.38	-17.13	-393.93	-462.44	-359.68	308.3	274.04	-325.42	-496.7	-445.32	359.68	34.26
2387	68.51	137.02	0	-51.38	0	17.13	-256.91	-256.91	-291.17	376.81	359.68	-239.79	-342.55	-325.42	513.83	256.91
2388	34.26	171.28	17.13	-34.26	0	119.89	-137.02	-119.89	-239.79	359.68	359.68	-171.28	-239.79	-239.79	479.57	256.91
2389	85.64	205.53	34.26	-17.13	119.89	308.3	0	34.26	-171.28	291.17	308.3	-85.64	-102.77	-137.02	205.53	137.02
2390	119.89	205.53	17.13	-17.13	171.28	359.68	17.13	34.26	-154.15	274.04	291.17	-17.13	-34.26	-85.64	137.02	119.89
2391	137.02	137.02	0	-17.13	119.89	205.53	0	-34.26	-51.38	274.04	325.42	137.02	34.26	0	222.66	171.28
2392	102.77	85.64	17.13	0	17.13	68.51	0	0	0	274.04	359.68	256.91	85.64	0	359.68	171.28
2393	0	-17.13	68.51	-17.13	-85.64	-34.26	17.13	-34.26	0	291.17	376.81	479.57	137.02	-34.26	513.83	17.13
2394	17.13	0	85.64	17.13	-34.26	-34.26	17.13	17.13	-51.38	308.3	376.81	513.83	137.02	0	530.95	-34.26
2395	102.77	205.53	119.89	-17.13	68.51	119.89	17.13	85.64	-102.77	359.68	393.93	428.19	68.51	-34.26	479.57	-171.28
2396	102.77	308.3	85.64	-17.13	68.51	188.4	137.02	119.89	-34.26	342.55	359.68	308.3	34.26	-51.38	428.19	-205.53
2397	-17.13	274.04	17.13	0	-85.64	171.28	154.15	102.77	17.13	154.15	154.15	-34.26	-85.64	-137.02	308.3	-239.79
2398	-17.13	205.53	0	0	-154.15	51.38	85.64	34.26	0	68.51	17.13	-239.79	-171.28	-171.28	222.66	-205.53
2399	-17.13	119.89	0	0	-171.28	-154.15	-102.77	-137.02	-102.77	-34.26	-137.02	-565.21	-342.55	-239.79	137.02	-34.26
2400	17.13	119.89	17.13	34.26	-85.64	-188.4	-256.91	-256.91	-102.77	0	-119.89	-650.85	-325.42	-222.66	188.4	119.89
2401	0	68.51	239.79	274.04	17.13	-51.38	-342.55	-205.53	188.4	17.13	-154.15	-702.23	-222.66	-85.64	291.17	205.53
2402	-34.26	34.26	291.17	308.3	-34.26	-34.26	-274.04	-68.51	308.3	-51.38	-154.15	-582.34	-188.4	-51.38	188.4	102.77
2403	0	205.53	359.68	359.68	-51.38	-17.13	-85.64	85.64	291.17	-102.77	-68.51	-291.17	17.13	-17.13	-51.38	-51.38
2404	102.77	325.42	342.55	359.68	0	34.26	0	171.28	239.79	-85.64	0	-102.77	85.64	34.26	-137.02	-51.38
2405	188.4	376.81	359.68	376.81	34.26	137.02	154.15	359.68	205.53	-34.26	0	222.66	256.91	154.15	-51.38	-137.02
2406	137.02	256.91	342.55	376.81	68.51	188.4	256.91	445.32	239.79	-34.26	17.13	393.93	325.42	188.4	17.13	-137.02
2407	85.64	119.89	256.91	239.79	51.38	188.4	393.93	513.83	205.53	-34.26	-17.13	513.83	359.68	205.53	-34.26	-119.89
2408	102.77	154.15	171.28	154.15	51.38	188.4	376.81	496.7	154.15	17.13	0	496.7	342.55	188.4	-154.15	-119.89
2409	188.4	376.81	34.26	-17.13	205.53	291.17	393.93	359.68	-34.26	68.51	68.51	274.04	188.4	137.02	-393.93	-154.15
2410	239.79	445.32	0	-34.26	308.3	325.42	376.81	274.04	-85.64	137.02	137.02	102.77	68.51	68.51	-445.32	-222.66
2411	256.91	239.79	-51.38	-137.02	428.19	291.17	171.28	68.51	-239.79	188.4	154.15	-239.79	-205.53	-34.26	-393.93	-359.68
2412	239.79	137.02	-102.77	-188.4	376.81	205.53	68.51	-34.26	-274.04	205.53	154.15	-393.93	-325.42	-119.89	-274.04	-411.06
2413	137.02	-34.26	-239.79	-274.04	188.4	17.13	-102.77	-325.42	-256.91	274.04	154.15	-582.34	-376.81	-171.28	-17.13	-445.32
2414	85.64	-17.13	-274.04	-291.17	137.02	-34.26	-154.15	-376.81	-256.91	308.3	188.4	-530.95	-274.04	-154.15	102.77	-359.68
2415	-17.13	-102.77	-376.81	-393.93	119.89	-17.13	-154.15	-325.42	-291.17	274.04	205.53	-291.17	0	-34.26	376.81	-51.38
2416	-34.26	-171.28	-393.93	-393.93	85.64	-85.64	-137.02	-222.66	-291.17	205.53	188.4	-154.15	68.51	0	445.32	51.38
2417	-137.02	-393.93	-205.53	-222.66	-137.02	-274.04	-85.64	17.13	-137.02	-51.38	-34.26	171.28	239.79	154.15	256.91	308.3
2418	-154.15	-411.06	-119.89	-102.77	-171.28	-222.66	-17.13	68.51	-102.77	-119.89	-34.26	256.91	188.4	154.15	119.89	256.91
2419	-85.64	-325.42	-34.26	0	-34.26	0	171.28	171.28	-102.77	-102.77	-51.38	291.17	51.38	34.26	-119.89	17.13
2420	-17.13	-222.66	0	17.13	68.51	85.64	239.79	154.15	-137.02	-102.77	-102.77	239.79	0	0	-291.17	-51.38
2421	-17.13	-102.77	0	-17.13	51.38	0	119.89	0	-274.04	-291.17	-342.55	-17.13	-137.02	-102.77	-753.61	-171.28
2422	-85.64	-154.15	-34.26	-85.64	0	-85.64	-34.26	-85.64	-325.42	-462.44	-479.57	-154.15	-239.79	-137.02	-993.4	-205.53
2423	-154.15	-411.06	-154.15	-171.28	-119.89	-256.91	-68.51	-222.66	-291.17	-565.21	-565.21	-325.42	-411.06	-222.66	-1130.42	-222.66
2424	-119.89	-479.57	-171.28	-171.28	-51.38	-222.66	0	-256.91	-274.04	-411.06	-462.44	-359.68	-496.7	-274.04	-976.27	-256.91
2425	17.13	-342.55	-188.4	-137.02	68.51	-119.89	102.77	-256.91	-274.04	-68.51	-171.28	-445.32	-565.21	-376.81	-496.7	-359.68
2426	0	-256.91	-205.53	-119.89	85.64	-137.02	34.26	-291.17	-274.04	0	-119.89	-479.57	-530.95	-376.81	-239.79	-376.81
2427	-102.77	-342.55	-256.91	-222.66	0	-393.93	-291.17	-376.81	-342.55	-137.02	-171.28	-496.7	-376.81	-256.91	-17.13	-342.55
2428	-205.53	-513.83	-342.55	-308.3	-119.89	-530.95	-462.44	-411.06	-342.55	-205.53	-222.66	-411.06	-256.91	-154.15	34.26	-291.17
2429	-154.15	-616.59	-428.19	-376.81	-102.77	-565.21	-496.7	-359.68	-291.17	-119.89	-171.28	-137.02	17.13	17.13	17.13	-137.02
2430	-34.26	-479.57	-393.93	-291.17	-34.26	-445.32	-342.55	-274.04	-256.91	-34.26	-85.64	-34.26	137.02	102.77	17.13	-34.26
2431	85.64	-68.51	-137.02	-137.02	17.13	-119.89	-51.38	-102.77	-137.02	17.13	17.13	222.66	239.79	154.15	0	85.64
2432	85.64	34.26	-34.26	-17.13	0	0	-17.13	17.13	-68.51	-34.26	-17.13	274.04	188.4	154.15	-51.38	154.15
2433	-17.13	17.13	119.89	119.89	0	-51.38	68.51	119.89	17.13	-291.17	-274.04	291.17	0	0	-393.93	188.4
2434	-17.13	-34.26	85.64	85.64	-17.13	-85.64	68.51	68.51	17.13	-325.42	-342.55	137.02	-51.38	-51.38	-462.44	85.64
2435	0	-137.02	-34.26	0	-34.26	-34.26	-17.13	-51.38	51.38	-393.93	-496.7	-171.28	-239.79	-171.28	-616.59	-102.77
2436	-17.13	-137.02	-51.38	-17.13	-34.26	-85.64	-85.64	-102.77	68.51	-445.32	-582.34	-359.68	-325.42	-205.53	-702.23	-256.91
2437	-119.89	-102.77	17.13	-34.26	-137.02	-274.04	-188.4	-102.77	137.02	-462.44	-616.59	-633.72	-479.57	-239.79	-873.5	-325.42
2438	-119.89	-51.38	34.26	34.26	-137.02	-291.17	-171.28	-85.64	188.4	-342.55	-530.95	-685.1	-548.08	-274.04	-822.12	-274.04
2439	-17.13	-51.38	-17.13	34.26	0	-85.64	-137.02	-119.89	85.64	-17.13	-102.77	-736.48	-548.08	-256.91	-239.79	-102.77
2440	0	-68.51	-34.26	0	102.77	17.13	-85.64	-154.15	17.13	119.89	102.77	-702.23	-479.57	-222.66	137.02	0
2441	34.26	-34.26	-171.28	-154.15	119.89	188.4	-51.38	-51.38	-34.26	462.44	496.7	-376.81	-85.64	0	1010.52	274.04
2442	17.13	-17.13	-154.15	-171.28	85.64	205.53	17.13	34.26	-34.26	582.34	633.72	-51.38	154.15	205.53	1267.44	445.32
2443	-17.13	85.64	17.13	0	34.26	239.79	205.53	428.19	188.4	667.97	719.36	513.83	753.61	650.85	1404.46	753.61
2444	-34.26	68.51	34.26	34.26	17.13	188.4	239.79	479.57	274.04	582.34	616.59	667.97	873.5	736.48	1233.18	787.87
2445	0	-85.64	34.26	119.89	0	-34.26	51.38	291.17	188.4	171.28	239.79	548.08	616.59	445.32	633.72	411.06
2446	0	-137.02	0	119.89	-51.38	-119.89	-51.38	68.51	51.38	0	17.13	376.81	291.17	171.28	274.04	51.38
2447	0	0	51.38	85.64	-154.15	-239.79	-154.15	-154.15	-85.64	-256.91	-205.53	119.89	-222.66	-274.04	-256.91	-496.7
2448	-17.13	85.64	171.28	154.15	-119.89	-154.15	-51.38	-119.89	-85.64	-256.91	-222.66	68.51	-342.55	-359.68	-376.81	-616.59
2449	274.04	445.32	376.81	325.42	188.4	137.02	188.4	137.02	51.38	-256.91	-291.17	-17.13	-239.79	-291.17	-479.57	-359.68
2450	325.42	428.19	274.04	274.04	171.28	85.64	68.51	68.51	68.51	-359.68	-445.32	-171.28	-256.91	-291.17	-530.95	-222.66
2451	102.77	205.53	-34.26	51.38	-34.26	-154.15	-325.42	-222.66	0	-565.21	-753.61	-616.59	-445.32	-274.04	-702.23	-85.64
2452	0	85.64	-34.26	0	-154.15	-274.04	-445.32	-325.42	-34.26	-599.46	-822.12	-753.61	-496.7	-222.66	-719.36	-51.38
2453	-34.26	51.38	0	17.13	-51.38	-222.66	-239.79	-222.66	34.26	-445.32	-530.95	-685.1	-376.81	-51.38	-582.34	-34.26
2454	0	119.89	34.26	0	51.38	-34.26	-51.38	-51.38	51.38	-291.17	-325.42	-513.83	-256.91	0	-393.93	-34.26
2455	85.64	188.4	-85.64	-102.77	239.79	188.4	51.38	51.38	34.26	0	17.13	-256.91	-51.38	-34.26	34.26	0
2456	17.13	85.64	-188.4	-171.28	154.15	239.79	34.26	51.38	17.13	51.38	119.89	-171.28	0	-34.26	308.3	17.13
2457	-119.89	-171.28	-274.04	-171.28	-17.13	119.89	0	-34.26	-34.26	154.15	171.28	-119.89	34.26	34.26	530.95	68.51
2458	-102.77	-256.91	-239.79	-154.15	-102.77	34.26	-17.13	-34.26	17.13	171.28	154.15	-119.89	17.13	51.38	445.32	34.26
2459	17.13	-205.53	-256.91	-188.4	-102.77	-51.38	-102.77	-239.79	-171.28	34.26	-34.26	-274.04	-137.02	-102.77	-68.51	-256.91
2460	85.64	-85.64	-291.17	-274.04	-51.38	-119.89	-256.91	-376.81	-274.04	-17.13	-102.77	-393.93	-325.42	-256.91	-359.68	-530.95
2461	68.51	0	-205.53	-274.04	17.13	-239.79	-496.7	-513.83	-325.42	-171.28	-274.04	-565.21	-616.59	-496.7	-616.59	-839.25
2462	0	17.13	-51.38	-154.15	0	-256.91	-479.57	-479.57	-274.04	-205.53	-256.91	-513.83	-633.72	-530.95	-479.57	-804.99
2463	68.51	85.64	188.4	34.26	68.51	-85.64	-325.42	-256.91	-17.13	17.13	-34.26	-308.3	-513.83	-445.32	-34.26	-565.21
2464	137.02	154.15	188.4	68.51	137.02	-17.13	-291.17	-222.66	17.13	85.64	51.38	-239.79	-411.06	-393.93	68.51	-411.06
2465	274.04	256.91	-102.77	-137.02	154.15	-102.77	-530.95	-411.06	-205.53	308.3	291.17	-137.02	-154.15	-171.28	308.3	-34.26
2466	205.53	205.53	-119.89	-154.15	85.64	-222.66	-548.08	-445.32	-239.79	308.3	308.3	-85.64	-85.64	-154.15	411.06	188.4
2467	68.51	-17.13	17.13	-51.38	-34.26	-222.66	-325.42	-291.17	-154.15	325.42	428.19	119.89	0	-171.28	616.59	428.19
2468	34.26	-51.38	34.26	-17.13	0	-68.51	-137.02	-154.15	-51.38	376.81	496.7	308.3	17.13	-188.4	633.72	428.19
2469	102.77	17.13	137.02	154.15	85.64	154.15	137.02	154.15	137.02	479.57	599.46	650.85	274.04	0	633.72	359.68
2470	188.4	137.02	188.4	205.53	154.15	274.04	256.91	325.42	222.66	530.95	633.72	787.87	445.32	188.4	633.72	393.93
2471	274.04	342.55	171.28	222.66	205.53	359.68	411.06	565.21	274.04	565.21	599.46	907.76	650.85	479.57	548.08	496.7
2472	274.04	291.17	137.02	154.15	205.53	308.3	393.93	565.21	239.79	496.7	479.57	770.74	565.21	428.19	376.81	411.06
2473	205.53	119.89	68.51	68.51	154.15	119.89	154.15	325.42	102.77	119.89	51.38	205.53	154.15	154.15	17.13	-51.38
2474	137.02	85.64	85.64	34.26	85.64	-34.26	0	171.28	51.38	-34.26	-137.02	-34.26	-34.26	0	-171.28	-342.55
2475	188.4	291.17	239.79	154.15	17.13	-171.28	-102.77	0	51.38	-239.79	-376.81	-479.57	-411.06	-171.28	-428.19	-599.46
2476	256.91	445.32	274.04	171.28	17.13	-171.28	-102.77	0	34.26	-239.79	-342.55	-599.46	-565.21	-274.04	-496.7	-582.34
2477	376.81	599.46	154.15	137.02	85.64	-34.26	-51.38	-51.38	0	-85.64	-119.89	-616.59	-719.36	-445.32	-376.81	-513.83
2478	376.81	565.21	119.89	119.89	171.28	-34.26	-85.64	-85.64	0	-34.26	-34.26	-513.83	-633.72	-445.32	-205.53	-479.57
2479	308.3	513.83	256.91	205.53	274.04	17.13	-137.02	0	51.38	274.04	291.17	-17.13	-205.53	-222.66	359.68	-171.28
2480	274.04	513.83	393.93	291.17	256.91	17.13	-102.77	34.26	154.15	393.93	428.19	274.04	51.38	-17.13	633.72	0
2481	137.02	530.95	565.21	445.32	68.51	137.02	119.89	291.17	393.93	411.06	599.46	1044.78	633.72	359.68	787.87	393.93
2482	85.64	496.7	530.95	479.57	34.26	171.28	188.4	376.81	496.7	376.81	599.46	1216.05	753.61	428.19	685.1	411.06
2483	68.51	376.81	548.08	548.08	0	239.79	325.42	633.72	667.97	376.81	565.21	1387.33	1010.52	616.59	513.83	513.83
2484	102.77	359.68	599.46	599.46	0	256.91	393.93	770.74	719.36	393.93	530.95	1387.33	1096.16	719.36	445.32	599.46
2485	222.66	462.44	633.72	599.46	68.51	274.04	496.7	804.99	599.46	256.91	291.17	1096.16	993.4	770.74	274.04	650.85
2486	205.53	479.57	616.59	565.21	85.64	239.79	513.83	736.48	496.7	85.64	119.89	873.5	839.25	736.48	68.51	565.21
2487	68.51	325.42	445.32	428.19	34.26	85.64	479.57	513.83	393.93	-205.53	-154.15	479.57	428.19	496.7	-462.44	342.55
2488	0	171.28	342.55	376.81	-17.13	85.64	462.44	445.32	393.93	-291.17	-256.91	325.42	274.04	359.68	-650.85	256.91
2489	-85.64	17.13	308.3	325.42	-119.89	171.28	479.57	393.93	359.68	-325.42	-325.42	154.15	34.26	137.02	-787.87	119.89
2490	-51.38	119.89	342.55	325.42	-85.64	256.91	548.08	393.93	308.3	-274.04	-291.17	68.51	-17.13	51.38	-685.1	34.26
2491	0	308.3	342.55	308.3	-34.26	462.44	582.34	359.68	171.28	-171.28	-205.53	-34.26	-102.77	0	-513.83	-102.77
2492	0	256.91	325.42	256.91	-34.26	496.7	599.46	325.42	137.02	-119.89	-137.02	-102.77	-102.77	-34.26	-445.32	-205.53
2493	-85.64	-51.38	188.4	256.91	-51.38	479.57	513.83	205.53	137.02	-34.26	-17.13	-34.26	0	-17.13	-411.06	-205.53
2494	-154.15	-291.17	119.89	256.91	-51.38	411.06	393.93	137.02	137.02	-34.26	17.13	-17.13	0	17.13	-411.06	-205.53
2495	-205.53	-513.83	-51.38	34.26	-17.13	274.04	239.79	34.26	0	-34.26	17.13	51.38	68.51	17.13	-411.06	-205.53
2496	-222.66	-582.34	-188.4	-68.51	-34.26	205.53	137.02	-17.13	-51.38	-51.38	17.13	68.51	51.38	0	-393.93	-325.42
2497	-291.17	-702.23	-393.93	-325.42	0	119.89	188.4	-51.38	-154.15	51.38	119.89	205.53	17.13	-102.77	-188.4	-530.95
2498	-291.17	-650.85	-342.55	-274.04	-34.26	171.28	154.15	17.13	-68.51	102.77	188.4	239.79	0	-51.38	-51.38	-462.44
2499	-274.04	-565.21	-154.15	-102.77	-34.26	137.02	85.64	17.13	-17.13	0	85.64	102.77	0	0	-102.77	-256.91
2500	-291.17	-513.83	-137.02	-51.38	-102.77	34.26	-17.13	-68.51	0	-154.15	-68.51	-68.51	-102.77	0	-274.04	-325.42
2501	-291.17	-530.95	-188.4	-154.15	-291.17	-222.66	-154.15	-342.55	-154.15	-599.46	-616.59	-736.48	-565.21	-239.79	-685.1	-582.34
2502	-325.42	-530.95	-274.04	-205.53	-325.42	-393.93	-222.66	-462.44	-222.66	-736.48	-770.74	-976.27	-753.61	-393.93	-770.74	-719.36
2503	-291.17	-445.32	-462.44	-376.81	-171.28	-462.44	-171.28	-513.83	-342.55	-702.23	-822.12	-1044.78	-856.38	-530.95	-633.72	-685.1
2504	-239.79	-393.93	-496.7	-393.93	-119.89	-411.06	-85.64	-462.44	-376.81	-582.34	-685.1	-856.38	-736.48	-479.57	-462.44	-565.21
2505	-222.66	-325.42	-445.32	-393.93	-102.77	-256.91	34.26	-274.04	-359.68	-359.68	-359.68	-171.28	-291.17	-171.28	-256.91	-222.66
2506	-222.66	-274.04	-359.68	-376.81	-119.89	-154.15	154.15	-154.15	-291.17	-256.91	-205.53	119.89	-17.13	0	-137.02	17.13
2507	-137.02	-154.15	-222.66	-256.91	-51.38	68.51	428.19	119.89	-102.77	-85.64	0	633.72	393.93	239.79	0	291.17
2508	-85.64	-137.02	-171.28	-205.53	0	239.79	616.59	274.04	-17.13	-17.13	68.51	753.61	548.08	274.04	34.26	325.42
2509	17.13	-205.53	-205.53	-119.89	188.4	496.7	873.5	428.19	0	85.64	256.91	839.25	599.46	171.28	0	119.89
2510	85.64	-154.15	-205.53	-119.89	256.91	565.21	890.63	428.19	17.13	171.28	376.81	839.25	530.95	137.02	51.38	0
2511	137.02	17.13	-17.13	-17.13	291.17	633.72	839.25	411.06	85.64	393.93	565.21	753.61	445.32	154.15	308.3	-205.53
2512	188.4	154.15	68.51	17.13	325.42	650.85	839.25	411.06	137.02	445.32	599.46	633.72	411.06	154.15	428.19	-222.66
2513	137.02	17.13	68.51	51.38	359.68	548.08	650.85	274.04	85.64	291.17	291.17	-17.13	-85.64	-171.28	325.42	-239.79
2514	102.77	-102.77	0	0	274.04	445.32	445.32	119.89	0	171.28	154.15	-325.42	-359.68	-342.55	239.79	-222.66
2515	68.51	-154.15	-171.28	-137.02	51.38	119.89	0	-205.53	-119.89	-51.38	-119.89	-873.5	-633.72	-411.06	137.02	0
2516	68.51	-51.38	-137.02	-119.89	17.13	0	-205.53	-291.17	-137.02	-171.28	-291.17	-1113.29	-616.59	-291.17	85.64	137.02
2517	102.77	68.51	17.13	0	85.64	-222.66	-411.06	-325.42	0	-393.93	-565.21	-1421.58	-342.55	0	-85.64	496.7
2518	119.89	17.13	34.26	51.38	137.02	-256.91	-445.32	-274.04	51.38	-445.32	-599.46	-1370.2	-205.53	154.15	-222.66	616.59
2519	85.64	-85.64	0	17.13	34.26	-256.91	-376.81	-51.38	137.02	-393.93	-445.32	-873.5	102.77	428.19	-239.79	719.36
2520	34.26	-119.89	-34.26	0	-34.26	-222.66	-239.79	34.26	137.02	-342.55	-342.55	-479.57	274.04	496.7	-171.28	685.1
2521	-51.38	0	34.26	51.38	-239.79	-51.38	85.64	205.53	119.89	-171.28	-154.15	205.53	513.83	548.08	-51.38	462.44
2522	-85.64	119.89	154.15	154.15	-205.53	17.13	239.79	222.66	102.77	-137.02	-85.64	376.81	462.44	445.32	-17.13	274.04
2523	0	188.4	325.42	256.91	0	154.15	274.04	119.89	137.02	17.13	-34.26	445.32	102.77	34.26	17.13	-154.15
2524	34.26	188.4	308.3	205.53	119.89	137.02	137.02	17.13	154.15	17.13	-17.13	342.55	-51.38	-119.89	51.38	-411.06
2525	0	0	85.64	0	68.51	0	-154.15	-171.28	-34.26	0	34.26	0	-462.44	-530.95	188.4	-753.61
2526	-17.13	-85.64	-17.13	-119.89	-34.26	-102.77	-274.04	-308.3	-171.28	17.13	68.51	-137.02	-616.59	-650.85	256.91	-804.99
2527	-171.28	-222.66	-171.28	-256.91	-137.02	-137.02	-342.55	-479.57	-274.04	205.53	154.15	-342.55	-770.74	-770.74	462.44	-633.72
2528	-137.02	-188.4	-137.02	-205.53	-68.51	-68.51	-376.81	-513.83	-256.91	274.04	154.15	-393.93	-770.74	-770.74	513.83	-496.7
2529	68.51	17.13	0	17.13	154.15	-102.77	-530.95	-411.06	-51.38	17.13	-51.38	-685.1	-736.48	-736.48	188.4	-85.64
